ID,Year,Month,Stage,ProjectNumber,Lead,ShortTitle,Programme,Funder,TotalBudget,StaffTime 
3878,2009,2,D,2786,AF,Conservation Commons,D4,,0,0
3879,2009,2,D,2790,BD,DELC Briefing papers,D2,UNEP DELC,14024.75369,14024.75369
3880,2009,2,D,2791,BD,Ecosystem-based adaptation paper,D2,UNEP DEPI,7012.376845,7012.376845
3881,2009,2,D,2797,CDB,Mayombe Forest,D5,UNEP DEPI,0,0
3882,2009,2,F,2794,JDH,ADAS Global Food Security,A1,Defra,60000,1
3883,2009,3,1,1054P,KT,CSI SEA & SP,H1,NOAA,59745,5231.21
3884,2009,3,1,2676,AC,Seabird Information Network,C2,Env Canada,8323,5362.5
3885,2009,3,1,2741,MM,UNEP Project Document 2008-9 (Norwegian Funds),D1,UNEP DEWA,532127.6366,219623.32
3886,2009,3,1,2757,CC,High Seas Information Module,D5,Defra,40000,36000
3887,2009,3,1,2769,CDB,GEF West Africa,D5,GEF UNEP,106631.0282,29145.81
3888,2009,3,1,2776,SS,Hosting SSC,H6,C.I,65105,65105
3889,2009,3,1,2776,SS,Hosting SSC,H6,Al Ain Wildlife Park,136379.134,136379.134
3890,2009,3,1,2776,SS,Hosting SSC,H6,WAZA,6056.274906,6056.274906
3891,2009,3,1,2779,MW,UK Ecosystem Assessment,D4,Defra,1071872,1071872
3892,2009,3,1,2782,HG,CITES Tourist Trade Database,D3,CITES Secretariat,18779,18539
3893,2009,3,1,2789,KT,Scientific Synthesis On The Impacts Of Ocean Fertilization And Ocean Acidification On Marine Biodeiversity,H1,Secretariat of the Convention on Biological Diversity (SCBD),9784.804199,9784.804199
3894,2009,3,1,3000,THJ,Proteus,A1,Anglo American,30000,15000
3895,2009,3,1,3000,THJ,Proteus,A1,BHP Billiton,50000,25000
3896,2009,3,1,3000,THJ,Proteus,A1,BP,71454.09075,35727.04537
3897,2009,3,1,3000,THJ,Proteus,A1,ENI,296990.4963,120865
3898,2009,3,1,3000,THJ,Proteus,A1,Exxon Mobil,64308.68167,32154.34084
3899,2009,3,1,3000,THJ,Proteus,A1,Premier Oil,2000,1000
3900,2009,3,1,3000,THJ,Proteus,A1,Repsol YPF,30000,15000
3901,2009,3,1,3000,THJ,Proteus,A1,Rio Tinto,35000,17500
3902,2009,3,1,3000,THJ,Proteus,A1,Shell,200000,100000
3903,2009,3,1,3000,THJ,Proteus,A1,Total,50000,25000
3904,2009,3,1,3000,THJ,Proteus,A1,I.H.S Energy,94378.86067,47189.43034
3905,2009,3,1,3000,THJ,Proteus,A1,Munich Re,3908,1954
3906,2009,3,1,3142,CM,WDPA Functionality Improvement 3,C2,Proteus,-17333.19,-17333.19
3907,2009,3,1,4000,DSS,JNCC Contribution to Post 2010,D4,JNCC,21864,19864
3908,2009,3,1,5000,BD,Carbon and Biodiversity Atlas 2009,D2,HSI,7223,7223
3909,2009,3,LIA,2028Y,SH,CRU 2009 ICA,H1,UNEP DEPI,119499.0678,100024.8633
3910,2009,3,LIA,2571,TY,ICRI Revision Doc 2009,H1,UNEP DEPI,211066.9434,44324.05811
3911,2009,3,LIA,2650,BD,UN REDD,D2,Norwegian Government,204031.3786,182924.6843
3912,2009,3,LIA,2758,BD,Support to UNEP Climate Coordinator,D2,UNEP DTIE,70355.6478,57691.6312
3913,2009,3,LIA,2772,BD,Biosequestration and Issues paper,D2,"UNEP DEWA, UNEP DEPI, Grid Arundel",206440.2856,145698.1039
3914,2009,3,LIA,2775,MM,UNEP Project Document 2009 (MEA Support),D1,UNEP DEWA,140711.2956,140711.2956
3915,2009,3,A,2303A,CDB, IABIN PA's Thematic Network,D5,IABIN,179362.5778,154737.3975
3916,2009,3,A,2490A,GF,CITES Support 2009,D3,CITES,63417,63417
3917,2009,3,A,2560A,PH,Biodiversity Knowledge Base (Phase 2),D4,MRAG,208900.4506,55743.94946
3918,2009,3,A,2560B,PH,Biodiversity Knowledge Base (Phase 3),D4,MRAG,208900.4506,55743.94946
3919,2009,3,A,2655,DG,EUROGEOSS,C2,EC FP7 via JRC,119849.4913,95879.59307
3920,2009,3,A,2662,PH,Ramsar Indicators 2009-2011,D4,Ramsar Secretariat,5000,3500
3921,2009,3,A,2777,MM,UNEP Project Document 2008-9 (Supplementary Budget),D1,UNEP DEWA,351778.239,316600.4151
3922,2009,3,A,2802,PH,Preparation for Integrated reporting to the Rio Conventions Project,D4,UNEP GEF,35177.8239,8442.677736
3923,2009,3,A,3000,JMH,Proteus 2012 - BP,A1,BP,25000,12500
3924,2009,3,A,3001,JMH,Proteus 2012 - Chevron,A1,Chevron,70355.6478,35177.8239
3925,2009,3,A,3004,JMH,Proteus 2012 - Total,A1,Total Foundation,50000,25000
3926,2009,3,A,3005,JMH,Proteus 2012 - Anglo American,A1,AngloAmerican,70355.6478,35177.8239
3927,2009,3,A,3006,JMH,Proteus 2012 - Rio Tinto,A1,Rio Tinto,35000,17500
3928,2009,3,A,3007,JMH,Proteus 2012 - Repsol,A1,Repsol,29892,14946
3929,2009,3,A,3008,JMH,Proteus 2012 - Statoil,A1,Statoil,70355.6478,35177.8239
3930,2009,3,A,3009,JMH,Proteus 2012 - Premier Oil,A1,Premier Oil,2000,1000
3931,2009,3,A,3010,JMH,Proteus 2012 - Exxon Mobil,A1,Exxon Mobil,45234.31375,22617.15687
3932,2009,3,A,3012,JMH,Proteus 2012 - ENI,A1,ENI,246244.7673,123122.3836
3933,2009,3,A,3013,JMH,Proteus 2012 - BHP Billiton,A1,BHP Billiton,50000,25000
3934,2009,3,A,4000,MW,JNCC contribution to post 2010 indicators review,D4,JNCC,22000,22000
3935,2009,3,B,2127D,NB,Pacific Coral Disease ID,H1,"NOAA, Living Oceans Foundation",17588.91195,7000
3936,2009,3,B,2215B,GF,Wings Over Wetlands Contacts Networking Database,D3,UNOPS,27715,21715
3937,2009,3,B,2490B,GF,CITES Support 2010,D3,CITES,63417,63417
3938,2009,3,B,2490C,GF,CITES Support 2011,D3,CITES,63417,63417
3939,2009,3,B,2618,PH,Knowledge Management phase II,D4,UNEP DELC,527667.3585,474900.6226
3940,2009,3,B,2622,PH,Integrated reporting to the Rio Conventions,D4,UNEP GEF,520631.7937,351778.239
3941,2009,3,B,2656,BD,Adaptation Tool,D2,UNEP DEWA,211066.9434,175889.1195
3942,2009,3,B,2662A,PH,Ramsar Indicators 2009-2011,D4,Ramsar Secretariat,10000,7000
3943,2009,3,B,2679,MW,Wadden Sea Atlas,D4,Parties to Wadden Sea Agreement,35304.50132,13935.98736
3944,2009,3,B,2694,PH,Arctic Biodiversity Assessment and MEAs,D4,UNEP GRID-Arendal,196995.8138,56284.51824
3945,2009,3,B,5001,BD,Carbon and Biodiversity atlas 2009,D2,German Government,297301.0638,200678.2181
3946,2009,3,B,2703,MW,GBO-3 (Defra),D4,Defra,53885.81781,13935.98736
3947,2009,3,B,2733,KT,Global Island Futures,H1,Italian Government,557439.4946,167231.8484
3948,2009,3,B,2742,CDB,Reporting on Protected Areas Financial Sustainability,D5,UNDP,68867.62585,68867.62585
3949,2009,3,B,2752,CDB,West African Protected Areas,D5,UNEP GEF,5980230.063,2163436.17
3950,2009,3,B,2755,MW,Integrating sustainable use into decision making,D4,UNEP GEF,0,0
3951,2009,3,B,2757,CC,High Seas Information Module,D5,"SCBD, German Govt, FAO, Packard Foundation",104879.4537,57671.76104
3952,2009,3,B,2759,DG,Nippon Koei Pipeline Route,C2,Nippon Koei,19365,15825
3953,2009,3,B,2763,KT,MACEMP - Zanzibar MPAs,H1,UNEP GEF,0,0
3954,2009,3,B,2765,BD,Great apes & REDD,D2,UNEP DEWA,0,0
3955,2009,3,B,2783,CM,CBD Consultancy on Development of Web Portal,D4,CBD Secretariat,8442.677736,8442.677736
3956,2009,3,B,2792,BD,Measuring carbon benefits,D2,UNEP GEF,21106.69434,17588.91195
3957,2009,3,B,2793,BD,Tanzania REDD,D2,UN REDD,281422.5912,70355.6478
3958,2009,3,B,2795,AJ,CITES-UK e-permit-xchange,D3,Defra,35000,31500
3959,2009,3,B,3011,JMH,Proteus 2012 - Conoco-Phillips,A1,Conoco-Phillips,168853.5547,126640.166
3960,2009,3,B,4001,JS,Implementation of Biofuels Directive,D2,European Commission,393005.9925,43614.06606
3961,2009,3,B,4002,HP,Supporting the Brazilian ARPA Programme,D5,GTZ,19277.4475,19277.4475
3962,2009,3,B,4003,HP,Economic contribution of the Brazilian protected areas,D5,Defra,142613,49249
3963,2009,3,B,4005,SH,HERMIONE,H1,EC,62582.80299,52152.18098
3964,2009,3,B,2803,JS,Microsoft Internship 2009 - 20012,A6,Microsoft Research Ltd,285000,0
3965,2009,3,C,2037B,CB,FRIS - Stage 3,D4,,0,0
3966,2009,3,C,2138C,BD,Forest Certification 2010,D4,Private Sector,150000,150000
3967,2009,3,C,2383,CB,Global Mapping IAS,D4,New Zealand Government,132000,99000
3968,2009,3,C,2386,GF,CITES Global Overview 2010,D3,Qatar Government,0,0
3969,2009,3,C,2396,BD,World Atlas of Biodiversity and Climate Change ,D2,"UNEP PCMU, UNEP DEWA, Norwegian Government, Defra.",365849.3686,274387.0264
3970,2009,3,C,2403,CDB,Vision 2020,D5,"UNEP PCMU, UNEP DEWA, TNC",995029.4978,746272.1234
3971,2009,3,C,2439,PB,Information management in Protected Areas,D4,PRONATURA and Government,80000,60000
3972,2009,3,C,2447,MW,MA Sub Global Follow Up,D4,"UNEP PCMU, UNEP DEWA",598023.0063,316600.4151
3973,2009,3,C,2506,BD,SEARCH ITN (Revised),D2,EC 7th Framework (Marie Curie),139824.6948,0
3974,2009,3,C,2510,JDH,Digital Access to UNEP-WCMC publications and reports,A1,Stanford University/Moore Foundation,60000,35000
3975,2009,3,C,2575,MW,IAS Indicators,D4,,31660.04151,31660.04151
3976,2009,3,C,2601,CDB,"Transboundary Conservation Governance:
Tools for Strengthening Global Co-operation
",D5,,61500,42500
3977,2009,3,C,2623,HG,Africa Timber Tree Workshop,D3,Netherland Government & others,100000,50000
3978,2009,3,C,2663,BD,Biofuel Impacts,D2,Worldbank and UNEP,49248.95346,33550.49777
3979,2009,3,C,2668,LC,Protecting Carbon,D5,WWF International Forest Programme,0,0
3980,2009,3,C,2671,CC,Incorporating Marine Protected Area Management Effectiveness into the Global Study,D5,University of Queensland,0,0
3981,2009,3,C,2674,CC,Analysis of marine protected areas and marine biodiversity,D5,"OBIS, EC, Proteus",0,0
3982,2009,3,C,2680,HP,Improving reporting on management effectiveness,D5,,0,0
3983,2009,3,C,2695,PH,CBD Antarctic Treaty System,D4,CBD,120000,40000
3984,2009,3,C,2710,CDB,Increasing Access to Data and Knowledge on Marine and Coastal Protected Areas,D5,,0,0
3985,2009,3,C,2711,CDB,Improving Access to and use of Protected Areas Data and Indicators,D5,,0,0
3986,2009,3,C,2731,IL,CILCA - Agrocertification,C2,,0,0
3987,2009,3,C,2745,BD,Implications of REDD for Biodiversity,D2,,20000,0
3988,2009,3,C,2760,FK,How healthy are our oceans,H1,,80908.99497,37288.49333
3989,2009,3,C,2774,CC,"Understanding the conservation role, extent, and impact of Private Protected Areas",D5,"The Nature Conservancy, the IUCN World Commission on Protected Areas, Fundaci—n Ambiente y Recursos Naturales, IIED, DFID, the GEF",186442.4667,0
3990,2009,3,C,2797,CDB,Mayombe Forest,D5,UNEP DEPI,0,0
3991,2009,3,C,4008,ST/CM,UNEP Discover,C2,UNEP DEWA,15790,14700
3992,2009,3,D,2037C,BD,FRIS carbon,D2,,0,0
3993,2009,3,D,2178,MW,Drylands Watch,D4,UNCCD,59000,44250
3994,2009,3,D,2194,MW,Global Targeting of Landscape Interventions,D4,ICRAF,0,0
3995,2009,3,D,2351,JDH,Biodiversity Yearbook,D4,"UNEP PCMU, UNEP DEWA",209039.8105,156779.8579
3996,2009,3,D,2391,CR,Seagrass Database,C2,University of New Hampshire,10000,7500
3997,2009,3,D,2460,BD,Regional Scenario Manual,D4,CBD,0,0
3998,2009,3,D,2503,HG,Oceania Timber Tree Workshop,D3," Australian Gov, Netherlands Gov, UK Gov",140711.2956,0
3999,2009,3,D,2521,CB,GBIF for 2010,D4,GBIF,27871.97473,27871.97473
4000,2009,3,D,2524,MW,Arctic 2010 Biodiversity Assessment Report,D4,"CAFF, Arctic Governments",543503.5072,407627.6304
4001,2009,3,D,2529,DG,Satellite Imagery,C2,"WRI, National Geographic",0,0
4002,2009,3,D,2535,MW,National Agency Biodiversity Assessment Tool (NABAT),D4,,0,0
4003,2009,3,D,2536,JDH,Scholarship scheme for UNEP-WCMC,A1,,0,0
4004,2009,3,D,2542,KT,Revised World Atlas of Mangroves,H1,ITTO and others,0,0
4005,2009,3,D,2568,CB,Biodiversity Offsets,D4,,0,0
4006,2009,3,D,2573,BD,Climate change & AZE,D2,,0,0
4007,2009,3,D,2600,CDB,"Planning for Climate Change: The effects of climate change on protected area coverage of forest ecosystems
",D5,,34324,34324
4008,2009,3,D,2609,CB,Preparation for the world congress to Developing ecosystem indicators,D4,Unknown,0,0
4009,2009,3,D,2618A,PH,Harmonization of National Reporting,D4,Australian Department of Environment,28142.25912,0
4010,2009,3,D,2621,DG,IPIECA: Modernise IMAPS facility,C2,IPIECA,0,0
4011,2009,3,D,2624,BD,Arctic Coastal Zones At Risk,D2,,0,0
4012,2009,3,D,2627,JMH,Reconciling KBAs & HVCFs & Gap Analysis,A1,Various inc TNC & CI,200000,200000
4013,2009,3,D,2660,MW,Methods for quantifying the level of threat of ecosystems,D4,,0,0
4014,2009,3,D,2661,CB,Mapping ecosystem services,D4,,0,0
4015,2009,3,D,2664,LC,Methodologies and Tools for assessing the social impacts of protected areas,D5,GEF,0,0
4016,2009,3,D,2665,LC,Extending the Protecting Carbon concept note for German Govt,D5,German Government,0,0
4017,2009,3,D,2666,CC,Biodiversity mapping and Vulnerable Marine Ecosystems database,D5,,0,0
4018,2009,3,D,2672,CC,Measuring socio-economic indicators and impacts of marine protected areas,D5,University of Washington and FAO,0,0
4019,2009,3,D,2684,MW,Revisiting/updating the global forest cover map,D4,,0,0
4020,2009,3,D,2685,MW,Mapping the economic value of protected area tourism,D4,,0,0
4021,2009,3,D,2698,DG,ARCGIS Marine Emergency Demonstrator,C2,,0,0
4022,2009,3,D,2699,CC,Wet List,D5,IUCN,0,0
4023,2009,3,D,2700,KT,Millennium Coral Dataset,H1,NASA,0,0
4024,2009,3,D,2704,PB,Cloud forest mapping workshop,D4,,0,0
4025,2009,3,D,2706,CDB,Production of updated Global Forest Map,D5,,0,0
4026,2009,3,D,2707,CDB,Protected Areas and deforestation,D5,,0,0
4027,2009,3,D,2708,CDB,Protection of forest in Global Priority Areas,D5,,0,0
4028,2009,3,D,2709,CDB,Identifying Gold Standards for Carbon Protection,D5,,0,0
4029,2009,3,D,2713,CDB,Capacity development for regional biodiversity networks,D5,,0,0
4030,2009,3,D,2714,CDB,Systems level PA reporting tools,D5,,0,0
4031,2009,3,D,2715,CDB,Middle Eastern/North African Pas,D5,,0,0
4032,2009,3,D,2716,CDB,Ecosystem services associated with PAs,D5,,0,0
4033,2009,3,D,2717,CDB,Strengthening POWPA reporting,D5,,0,0
4034,2009,3,D,2718,CDB,World Heritage 2008-9,D5,,0,0
4035,2009,3,D,2719,GF,Trade in exotic leather (follow up),D3,,0,0
4036,2009,3,D,2720,GF,Directory of crocodile ranching operations,D3,,0,0
4037,2009,3,D,2721,GF,Analysis of species synonymy in international agreements,D3,,0,0
4038,2009,3,D,2722,GF,Support for CITES national reporting,D3,,0,0
4039,2009,3,D,2723,GF,Register of captive breeding operations,D3,,0,0
4040,2009,3,D,2724,GF,Register of ranching of species moved between CITES appendices,D3,,0,0
4041,2009,3,D,2725,GF,Analysis of species trade on the Internet,D3,,0,0
4042,2009,3,D,2726,GF,CITES ID Manual,D3,,0,0
4043,2009,3,D,2727,GF,Periodic review of CITES appendices,D3,,0,0
4044,2009,3,D,2728,GF,CITES regional analyses,D3,,0,0
4045,2009,3,D,2730,GF,"Links to EC vetinary data, anticipated target EC",D3,,0,0
4046,2009,3,D,2732,CDB,Protected Areas and Climate Change,D5,,0,0
4047,2009,3,D,2736,PB,Ecosystem Management Capacity Building,D4,,0,0
4048,2009,3,D,2740,CDB,Protected Areas Programme Website,D5,CBD Secretariat,35000,31500
4049,2009,3,D,2747,BD,Lessons from CBRNM,D2,,0,0
4050,2009,3,D,2753,JMH,GEO-BON,A1,Diversitas,35177.8239,0
4051,2009,3,D,2768,CC,Integrating protected areas into wider land and seascapes,D5,,50000,0
4052,2009,3,D,2773,TY,Support to the ICRI Secretariat 2009-11,H1,French Government,211066.9434,105533.4717
4053,2009,3,D,2784,SF,Trends in ornamental fish trade,D3,Lloyds Bank,5000,5000
4054,2009,3,D,2786,AF,Conservation Commons,D4,,0,0
4055,2009,3,D,2790,BD,DELC Briefing papers,D2,UNEP DELC,14071.12956,14071.12956
4056,2009,3,D,2791,BD,Ecosystem-based adaptation paper,D2,UNEP DEPI,7035.56478,7035.56478
4057,2009,3,D,4004,AC,Mapping forest carbon in the Congo Basin using LIDAR and satellite based sensors,C2,,0,0
4058,2009,3,F,2395,CDB,Web-based Literature  review - conservation,D5,"Manchester Uni, ESRC",5000,1
4059,2009,3,F,2712,CDB,Strengthening POWPA reporting,D5,CBD Secretariat,50000,2
4060,2009,3,F,2767,PH,Review of CBD National Reports,D4,UNEP GEF,33770.71094,1
4061,2009,3,F,2785,GF,CITES e-permits toolkit,D3,CITES Secretariat,10000,1
4062,2009,4,1,1054S,TY,CSI 2009,H1,US Dept of State,66887,23633.54
4063,2009,4,1,2490A,GF,CITES Support 2009,D3,CITES,76318,76318
4064,2009,4,1,2772,BD,Biosequestration and Issues paper,D2,"UNEP DEWA, UNEP DEPI, Grid Arundel",202590,118177.5
4065,2009,4,1,2802,PH,Preparation for Integrated reporting to the Rio Conventions Project,D4,UNEP GEF,20635.58,16508.46
4066,2009,4,LIA,2028Y,SH,CRU 2009 ICA,H1,UNEP DEPI,115403.6921,100024.8633
4067,2009,4,LIA,2571,TY,ICRI Revision Doc 2009,H1,UNEP DEPI,203833.4273,42805.01974
4068,2009,4,LIA,2650,BD,UN REDD,D2,Norwegian Government,197827.1357,182335.7952
4069,2009,4,LIA,2703,MW,GBO-3 (Defra),D4,Defra,60148.48596,5565.979298
4070,2009,4,LIA,2758,BD,Support to UNEP Climate Coordinator,D2,UNEP DTIE,67944.47577,54355.58062
4071,2009,4,LIA,2775,MM,UNEP Project Document 2009 (MEA Support),D1,UNEP DEWA,135888.9515,135888.9515
4072,2009,4,A,2303A,CDB, IABIN PA's Thematic Network,D5,IABIN,173215.6082,149434.3622
4073,2009,4,A,2560A,PH,Biodiversity Knowledge Base (Phase 2),D4,MRAG,201856.5234,53864.31579
4074,2009,4,A,2560B,PH,Biodiversity Knowledge Base (Phase 3),D4,MRAG,201856.5234,53864.31579
4075,2009,4,A,2655,DG,EUROGEOSS,C2,EC FP7 via JRC,115808.2789,92646.62316
4076,2009,4,A,2662,PH,Ramsar Indicators 2009-2011,D4,Ramsar Secretariat,5000,3500
4077,2009,4,A,2777,MM,UNEP Project Document 2008-9 (Supplementary Budget),D1,UNEP DEWA,339722.3789,305750.141
4078,2009,4,A,2795,AJ,CITES-UK e-permit-xchange,D3,Defra,42734,42014
4079,2009,4,A,3000,JMH,Proteus 2012 - BP,A1,BP,25000,12500
4080,2009,4,A,3001,JMH,Proteus 2012 - Chevron,A1,Chevron,67944.47577,33972.23789
4081,2009,4,A,3004,JMH,Proteus 2012 - Total,A1,Total Foundation,50000,25000
4082,2009,4,A,3005,JMH,Proteus 2012 - Anglo American,A1,AngloAmerican,67944.47577,33972.23789
4083,2009,4,A,3006,JMH,Proteus 2012 - Rio Tinto,A1,Rio Tinto,35000,17500
4084,2009,4,A,3007,JMH,Proteus 2012 - Repsol,A1,Repsol,29892,14946
4085,2009,4,A,3008,JMH,Proteus 2012 - Statoil,A1,Statoil,67944.47577,33972.23789
4086,2009,4,A,3009,JMH,Proteus 2012 - Premier Oil,A1,Premier Oil,2000,1000
4087,2009,4,A,3010,JMH,Proteus 2012 - Exxon Mobil,A1,Exxon Mobil,45234.31375,22617.15687
4088,2009,4,A,3012,JMH,Proteus 2012 - ENI,A1,ENI,237805.6652,118902.8326
4089,2009,4,A,3013,JMH,Proteus 2012 - BHP Billiton,A1,BHP Billiton,50000,25000
4090,2009,4,A,4000,MW,JNCC contribution to post 2010 indicators review,D4,JNCC,22000,22000
4091,2009,4,A,4005,SH,HERMIONE,H1,EC,60472.5696,50393.65837
4092,2009,4,A,4007,HG,CITES & Livelihoods,D3,CITES Secretariat,27177.79031,13588.89515
4093,2009,4,A,4014,KT,Fishing the Line,H1,Esmee Fairbarn Foundation,56071.17863,9139.211436
4094,2009,4,A,4017,JDH,IPBES Gap Analysis,A6,UNEP DEPI,80000,50000
4095,2009,4,B,2127D,NB,Pacific Coral Disease ID,H1,"NOAA, Living Oceans Foundation",16986.11894,7000
4096,2009,4,B,2215B,GF,Wings Over Wetlands Contacts Networking Database,D3,UNOPS,27715,21715
4097,2009,4,B,2490B,GF,CITES Support 2010,D3,CITES,63417,63417
4098,2009,4,B,2490C,GF,CITES Support 2011,D3,CITES,63417,63417
4099,2009,4,B,2618,PH,Knowledge Management phase II,D4,UNEP DELC,509583.5683,458625.2115
4100,2009,4,B,2622,PH,Integrated reporting to the Rio Conventions,D4,UNEP GEF,502789.1207,169861.1894
4101,2009,4,B,2656,BD,Adaptation Tool,D2,UNEP DEWA,203833.4273,169861.1894
4102,2009,4,B,2679,MW,Wadden Sea Atlas,D4,Parties to Wadden Sea Agreement,34114.06667,13466.07895
4103,2009,4,B,2694,PH,Arctic Biodiversity Assessment and MEAs,D4,UNEP GRID-Arendal,190244.5322,54355.58062
4104,2009,4,B,2733,KT,Global Island Futures,H1,Italian Government,538643.1579,161592.9474
4105,2009,4,B,2742,CDB,Reporting on Protected Areas Financial Sustainability,D5,UNDP,66507.45011,66507.45011
4106,2009,4,B,2752,CDB,West African Protected Areas,D5,UNEP GEF,5775280.441,2089292.63
4107,2009,4,B,2755,MW,Integrating sustainable use into decision making,D4,UNEP GEF,0,0
4108,2009,4,B,2757,CC,High Seas Information Module,D5,"SCBD, German Govt, FAO, Packard Foundation",101343.0169,55727.12338
4109,2009,4,B,2759,DG,Nippon Koei Pipeline Route,C2,Nippon Koei,19365,15825
4110,2009,4,B,2763,KT,MACEMP - Zanzibar MPAs,H1,UNEP GEF,0,0
4111,2009,4,B,2765,BD,Great apes & REDD,D2,UNEP DEWA,0,0
4112,2009,4,B,2792,BD,Measuring carbon benefits,D2,UNEP GEF,20383.34273,16986.11894
4113,2009,4,B,2793,BD,Tanzania REDD,D2,UN REDD,271777.9031,67944.47577
4114,2009,4,B,3011,JMH,Proteus 2012 - Conoco-Phillips,A1,Conoco-Phillips,163066.7419,122300.0564
4115,2009,4,B,4001,JS,Implementation of Biofuels Directive,D2,European Commission,379754.1992,42143.44067
4116,2009,4,B,4002,HP,Supporting the Brazilian ARPA Programme,D5,GTZ,18616.78636,18616.78636
4117,2009,4,B,4003,HP,Economic contribution of the Brazilian protected areas,D5,Defra,142613,49249
4118,2009,4,B,4005,SH,HERMIONE,H1,EC,60472.5696,50393.65837
4119,2009,4,B,2803,JS,Microsoft Internship 2009 - 20012,A6,Microsoft Research Ltd,285000,0
4120,2009,4,B,4013,TT,GRI Ecosystem services,D4,"Dutch Government, ICCO and Solidaridad",28474.4728,25262.3641
4121,2009,4,B,4018,BD,Climascope,D2,WWF,67944.47577,67944.47577
4122,2009,4,B,5001,BD,Carbon and Biodiversity atlas 2009,D2,German Government,287276.3509,193911.5368
4123,2009,4,C,2037B,CB,FRIS - Stage 3,D4,,0,0
4124,2009,4,C,2138C,BD,Forest Certification 2010,D4,Private Sector,150000,150000
4125,2009,4,C,2383,CB,Global Mapping IAS,D4,New Zealand Government,132000,99000
4126,2009,4,C,2386,GF,CITES Global Overview 2010,D3,Qatar Government,0,0
4127,2009,4,C,2396,BD,World Atlas of Biodiversity and Climate Change ,D2,"UNEP PCMU, UNEP DEWA, Norwegian Government, Defra.",353311.274,264983.4555
4128,2009,4,C,2403,CDB,Vision 2020,D5,"UNEP PCMU, UNEP DEWA, TNC",961478.0368,721108.5276
4129,2009,4,C,2439,PB,Information management in Protected Areas,D4,PRONATURA and Government,80000,60000
4130,2009,4,C,2447,MW,MA Sub Global Follow Up,D4,"UNEP PCMU, UNEP DEWA",577528.0441,305750.141
4131,2009,4,C,2506,BD,SEARCH ITN (Revised),D2,EC 7th Framework (Marie Curie),139824.6948,0
4132,2009,4,C,2510,JDH,Digital Access to UNEP-WCMC publications and reports,A1,Stanford University/Moore Foundation,60000,35000
4133,2009,4,C,2575,MW,IAS Indicators,D4,,30575.0141,30575.0141
4134,2009,4,C,2601,CDB,"Transboundary Conservation Governance:
Tools for Strengthening Global Co-operation
",D5,,61500,42500
4135,2009,4,C,2623,HG,Africa Timber Tree Workshop,D3,Netherland Government & others,100000,50000
4136,2009,4,C,2663,BD,Biofuel Impacts,D2,Worldbank and UNEP,47561.13304,32400.68216
4137,2009,4,C,2668,LC,Protecting Carbon,D5,WWF International Forest Programme,0,0
4138,2009,4,C,2671,CC,Incorporating Marine Protected Area Management Effectiveness into the Global Study,D5,University of Queensland,0,0
4139,2009,4,C,2674,CC,Analysis of marine protected areas and marine biodiversity,D5,"OBIS, EC, Proteus",0,0
4140,2009,4,C,2680,HP,Improving reporting on management effectiveness,D5,,0,0
4141,2009,4,C,2710,CDB,Increasing Access to Data and Knowledge on Marine and Coastal Protected Areas,D5,,0,0
4142,2009,4,C,2711,CDB,Improving Access to and use of Protected Areas Data and Indicators,D5,,0,0
4143,2009,4,C,2731,IL,CILCA - Agrocertification,C2,,0,0
4144,2009,4,C,2745,BD,Implications of REDD for Biodiversity,D2,,20000,0
4145,2009,4,C,2760,FK,How healthy are our oceans,H1,,78136.14714,36010.57216
4146,2009,4,C,2774,CC,"Understanding the conservation role, extent, and impact of Private Protected Areas",D5,"The Nature Conservancy, the IUCN World Commission on Protected Areas, Fundaci—n Ambiente y Recursos Naturales, IIED, DFID, the GEF",180052.8608,0
4147,2009,4,C,2797,CDB,Mayombe Forest,D5,UNEP DEPI,0,0
4148,2009,4,C,4008,ST/CM,UNEP Discover,C2,UNEP DEWA,15790,14700
4149,2009,4,D,2037C,BD,FRIS carbon,D2,,0,0
4150,2009,4,D,2178,MW,Drylands Watch,D4,UNCCD,59000,44250
4151,2009,4,D,2194,MW,Global Targeting of Landscape Interventions,D4,ICRAF,0,0
4152,2009,4,D,2351,JDH,Biodiversity Yearbook,D4,"UNEP PCMU, UNEP DEWA",201991.1842,151493.3882
4153,2009,4,D,2391,CR,Seagrass Database,C2,University of New Hampshire,10000,7500
4154,2009,4,D,2460,BD,Regional Scenario Manual,D4,CBD,0,0
4155,2009,4,D,2503,HG,Oceania Timber Tree Workshop,D3," Australian Gov, Netherlands Gov, UK Gov",135888.9515,0
4156,2009,4,D,2521,CB,GBIF for 2010,D4,GBIF,26932.15789,26932.15789
4157,2009,4,D,2524,MW,Arctic 2010 Biodiversity Assessment Report,D4,"CAFF, Arctic Governments",525177.0789,393882.8092
4158,2009,4,D,2529,DG,Satellite Imagery,C2,"WRI, National Geographic",0,0
4159,2009,4,D,2535,JMH,National Agency Biodiversity Assessment Tool (NABAT),D4,,0,0
4160,2009,4,D,2536,JDH,Scholarship scheme for UNEP-WCMC,A1,,0,0
4161,2009,4,D,2542,KT,Revised World Atlas of Mangroves,H1,ITTO and others,0,0
4162,2009,4,D,2568,CB,Biodiversity Offsets,D4,,0,0
4163,2009,4,D,2573,BD,Climate change & AZE,D2,,0,0
4164,2009,4,D,2600,CDB,"Planning for Climate Change: The effects of climate change on protected area coverage of forest ecosystems
",D5,,34324,34324
